Database,Acc_number,Suffix,MMC_ID,Name,Restrand_Occurrence_num,Age_Class,Sex,Common_Name,Genus,Species,Strand_Date,Stranding_County,Stranding_City,Stranding_Locality,Stranding_Details,Latitude,Longitude,Admit_Date,Admit_Weight_kg,Admit_Length_cm,Disposition_Date,Disposition,Dispo_Weight_kg,Dispo_Length_cm,CODeath_List,Diagnosis_List
Lloyd,9075,,CSL-9075,Keshawn,,Subadult,Female,California Sea Lion,Zalophus,californianus,09/14/2009,Santa Cruz,La Selva,Manresa State Beach,between Beer Can Beach & Seascape Resort,36.9350,-121.8840,09/14/2009,41.5,154,09/17/2009,euthanasia,41.5,146,"euthanasia, malnutrition","corneal ulcer, malnutrition"
Lloyd,9076,,CSL-9076,Starboard,,Adult,Female,California Sea Lion,Zalophus,californianus,09/15/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 5,35.0670,-120.6280,09/15/2009,80.45,168,09/15/2009,DOA,80,168,domoic acid toxicity (acute),"domoic acid toxicity (acute), bad location"
Lloyd,9077,,CSL-9077,Port,,Adult,Female,California Sea Lion,Zalophus,californianus,09/15/2009,San Luis Obispo,San Simeon,San Simeon State Beach,"at campground by the creek, just south of the bridge by the snowy plover fencing",35.5830,-121.1250,09/15/2009,68,176,10/07/2009,released,63.5,184,,domoic acid toxicity (acute)
Lloyd,9079,,CSL-9079,Georgine,,Adult,Female,California Sea Lion,Zalophus,californianus,09/15/2009,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,just north of Grand Avenue entrance,35.1220,-120.6400,09/15/2009,80,182,09/22/2009,euthanasia,73.5,167,"euthanasia, domoic acid toxicity (acute)","bad location, domoic acid toxicity (acute), pneumonia"
Lloyd,9080,,CSL-9080,Schooner,,Adult,Female,California Sea Lion,Zalophus,californianus,09/15/2009,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,just north of Pier Avenue,35.1090,-120.6380,09/15/2009,85,178,10/07/2009,released,74,178,,"domoic acid toxicity (acute), bad location"
Lloyd,9081,,CSL-9081,Mast,,Juvenile,Male,California Sea Lion,Zalophus,californianus,09/16/2009,San Luis Obispo,Morro Bay,Morro Rock,"south side of Morro Rock, next to the jetty",35.3650,-120.8710,09/16/2009,46,143,10/05/2009,euthanasia,40,135,"euthanasia, domoic acid toxicity (chronic)","trauma (eye), domoic acid toxicity (chronic)"
Lloyd,9082,,CSL-9082,Boom,,Adult,Female,California Sea Lion,Zalophus,californianus,09/15/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,~100 yards South of Easter Street,35.3960,-120.8730,09/16/2009,84.3,159,09/30/2009,died in treatment,64,165,domoic acid toxicity (chronic),domoic acid toxicity (chronic)
Lloyd,9083,,CSL-9083,Luff,,Adult,Female,California Sea Lion,Zalophus,californianus,09/16/2009,San Luis Obispo,Morro Bay,Morro Rock and Beach,~200 feet north of Morro Rock,35.3830,-120.8710,09/16/2009,72,169,09/22/2009,released,65.5,169,,domoic acid toxicity (acute)
Lloyd,9084,,CSL-9084,Helm,,Adult,Female,California Sea Lion,Zalophus,californianus,09/16/2009,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,midramp,35.1090,-120.6380,09/16/2009,77.5,160,09/16/2009,DOA,77.5,160,domoic acid toxicity (acute),"domoic acid toxicity (acute), bad location"
Lloyd,9085,,CSL-9085,Keel,,Adult,Female,California Sea Lion,Zalophus,californianus,09/16/2009,San Luis Obispo,,Morro Bay Sand Spit,on sand spit between posts 2 & 3,35.3140,-120.8790,09/16/2009,88,188,10/09/2009,released,79,188,,domoic acid toxicity (acute)
Lloyd,9086,,CSL-9086,Sabot,,Adult,Female,California Sea Lion,Zalophus,californianus,09/16/2009,San Luis Obispo,Los Osos,Morro Bay Sand Spit,end of trail to sand spit from parking lot,35.3140,-120.8790,09/16/2009,93,171,10/09/2009,euthanasia,68,165,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Lloyd,9087,,CSL-9087,Classy,,Adult,Female,California Sea Lion,Zalophus,californianus,09/16/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,north of Highway 41,35.3870,-120.8710,09/16/2009,88.5,159,09/17/2009,died in treatment,88.5,159,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9089,,CSL-9089,Yawl,,Adult,Female,California Sea Lion,Zalophus,californianus,09/16/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 3,35.0830,-120.6360,09/16/2009,85,178,09/16/2009,DOA,85,178,domoic acid toxicity (acute),"domoic acid toxicity (acute), bad location"
Lloyd,9090,,CSL-9090,Tack,,Adult,Female,California Sea Lion,Zalophus,californianus,09/16/2009,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,100 feet north of Grand Avenue ramp,35.1260,-120.6420,09/16/2009,71.5,155,09/30/2009,released,63.5,155,,"domoic acid toxicity (acute), bad location"
Lloyd,9091,,CSL-9091,Trimaran,,Adult,Female,California Sea Lion,Zalophus,californianus,09/17/2009,San Luis Obispo,Los Osos,Spooners Cove,"in creek, right side of dirt parking lot",35.2780,-120.8960,09/17/2009,79.5,161,09/22/2009,euthanasia,74,162,"euthanasia, domoic acid toxicity (acute), carcinoma",domoic acid toxicity (acute)
Lloyd,9093,,CSL-9093,Wheelie,,Juvenile,Male,California Sea Lion,Zalophus,californianus,09/17/2009,Sonoma,Bodega Bay,Doran Beach Regional Park,near entrance kiosk,38.3110,-123.0490,09/17/2009,83.5,170,10/04/2009,euthanasia,70,159,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (chronic), domoic acid toxicity (acute)"
Lloyd,9094,,CSL-9094,Cowgirl,,Adult,Female,California Sea Lion,Zalophus,californianus,09/17/2009,San Luis Obispo,Los Osos,Morro Bay Sand Spit,marker 2,35.3100,-120.8810,09/17/2009,95.7,165,09/18/2009,died in treatment,95.7,165,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9095,,CSL-9095,Conant,,Adult,Female,California Sea Lion,Zalophus,californianus,09/17/2009,San Luis Obispo,,Morro Bay Sand Spit,post 1,35.3310,-120.8740,09/17/2009,75,164,09/30/2009,released,67,164,,domoic acid toxicity (acute)
Lloyd,9096,,CSL-9096,Da Vinci,,Adult,Female,California Sea Lion,Zalophus,californianus,09/17/2009,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,north of Grand Avenue,35.1300,-120.6440,09/17/2009,95,170,09/17/2009,died in treatment,95,170,domoic acid toxicity (acute),"domoic acid toxicity (acute), bad location"
Lloyd,9099,,CSL-9099,Momma Cita,,Adult,Female,California Sea Lion,Zalophus,californianus,09/18/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,few hundred yards north of Highway 41,35.3780,-120.8700,09/18/2009,93,168,09/18/2009,died in treatment,93,168,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9100,,CSL-9100,Binnacle,,Adult,Female,California Sea Lion,Zalophus,californianus,09/18/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 3,35.0830,-120.6360,09/18/2009,71,150,09/22/2009,euthanasia,71,166,"euthanasia, domoic acid toxicity (acute)","bad location, domoic acid toxicity (acute)"
Lloyd,9102,,CSL-9102,Bushenger,,Subadult,Female,California Sea Lion,Zalophus,californianus,09/18/2009,San Mateo,Princeton-by-the-Sea,Pillar Point Harbor,"100 yards East of jetty, between the 2 jettys",37.5000,-122.4950,09/18/2009,28.5,131,10/15/2009,died in treatment,27,117,"pneumonia, domoic acid toxicity (chronic)","trauma (body), pneumonia, domoic acid toxicity (chronic)"
Lloyd,9104,,CSL-9104,Rin Tin Tin,,Adult,Female,California Sea Lion,Zalophus,californianus,09/18/2009,San Luis Obispo,Los Osos,Montana de Oro State Park,200 yards north of Hazards Reef,35.2940,-120.8880,09/18/2009,72,178,09/30/2009,released,74.5,175,,domoic acid toxicity (acute)
Lloyd,9105,,CSL-9105,Safari,,Adult,Female,California Sea Lion,Zalophus,californianus,09/18/2009,San Luis Obispo,Los Osos,Montana de Oro State Park,just north of Hazards Point,35.3100,-120.8810,09/18/2009,61.5,162,10/07/2009,released,55,162,,domoic acid toxicity (acute)
Lloyd,9106,,CSL-9106,Raja,,Adult,Female,California Sea Lion,Zalophus,californianus,09/18/2009,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,"midramp, just South of Grand Avenue",35.1090,-120.6380,09/18/2009,65,152,09/24/2009,died in treatment,55.7,161,"malnutrition, domoic acid toxicity (acute)","bad location, malnutrition, domoic acid toxicity (acute)"
Lloyd,9108,,CSL-9108,Sugarlump,,Adult,Female,California Sea Lion,Zalophus,californianus,09/19/2009,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,at Grand Avenue,35.1210,-120.6350,09/19/2009,94.5,188,10/02/2009,released,86,188,,"domoic acid toxicity (acute), bad location"
Lloyd,9111,,CSL-9111,Dali,,Adult,Female,California Sea Lion,Zalophus,californianus,09/19/2009,San Luis Obispo,Pismo Beach,Oceano Dunes Vehicular Recreation Area,"north of Grand Avenue, before the pier, West of the lagoon",35.1300,-120.6440,09/19/2009,96,170,10/13/2009,released,75.5,170,,"domoic acid toxicity (acute), bad location"
Lloyd,9112,,CSL-9112,Abu,,Adult,Female,California Sea Lion,Zalophus,californianus,09/19/2009,San Luis Obispo,San Simeon,Hearst Memorial State Beach,south of the pier,35.6380,-121.1860,09/19/2009,72.5,164,10/05/2009,euthanasia,66.5,163,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (acute)
Lloyd,9113,,CSL-9113,Mokiko,,Adult,Female,California Sea Lion,Zalophus,californianus,09/19/2009,San Luis Obispo,Los Osos,Hazard Canyon,,35.2940,-120.8880,09/19/2009,78.5,157,10/07/2009,died in treatment,59.5,165,domoic acid toxicity (acute),"domoic acid toxicity (chronic), domoic acid toxicity (acute)"
Lloyd,9114,,CSL-9114,Fugu,,Adult,Female,California Sea Lion,Zalophus,californianus,09/19/2009,San Luis Obispo,Los Osos,Hazard Canyon,,35.2940,-120.8880,09/19/2009,80,166,10/07/2009,died in treatment,61.5,164,domoic acid toxicity (chronic),domoic acid toxicity (chronic)
Lloyd,9119,,CSL-9119,Treasure,,Adult,Female,California Sea Lion,Zalophus,californianus,09/20/2009,San Luis Obispo,San Simeon,San Simeon Cove (Hearst Memorial State Beach),200 yards north of the pier,35.6380,-121.1860,09/20/2009,60,154,09/21/2009,died in treatment,60,154,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9120,,CSL-9120,Llama,,Adult,Female,California Sea Lion,Zalophus,californianus,09/20/2009,San Luis Obispo,Los Osos,Morro Bay Sand Spit,south of marker 3,35.3310,-120.8740,09/20/2009,82,167,10/08/2009,euthanasia,60,166,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,9123,,CSL-9123,Canoe,,Adult,Female,California Sea Lion,Zalophus,californianus,09/21/2009,San Luis Obispo,Morro Bay,Morro Rock and Beach,"City Beach, north of Morro Rock, by end of lot at Highway 41 at State Park boundary",35.3780,-120.8700,09/21/2009,84,174,10/13/2009,released,72.5,174,,domoic acid toxicity (acute)
Lloyd,9124,,CSL-9124,Desmond,,Subadult,Female,California Sea Lion,Zalophus,californianus,09/21/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,~200 feet north of Post 5,35.0700,-120.6360,09/21/2009,56.5,143,10/07/2009,released,47,143,,"domoic acid toxicity (acute), bad location"
Lloyd,9125,,CSL-9125,Sheet,,Adult,Female,California Sea Lion,Zalophus,californianus,09/21/2009,San Luis Obispo,Cayucos,Cayucos State Beach,3530 Ocean Drive,35.4200,-120.8840,09/21/2009,88,163,09/23/2009,died in treatment,87,163,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9127,,CSL-9127,Finelli,,Adult,Female,California Sea Lion,Zalophus,californianus,09/21/2009,San Luis Obispo,Cayucos,Cayucos State Beach,3530 Ocean Drive,35.4410,-120.9050,09/21/2009,77.9,156,09/22/2009,died in treatment,77.9,156,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9128,,CSL-9128,Bayard,,Adult,Female,California Sea Lion,Zalophus,californianus,09/21/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,~200 feet north of Post 5,35.1090,-120.6380,09/21/2009,74,137,10/11/2009,died in treatment,53,160,domoic acid toxicity (acute),"bad location, domoic acid toxicity (acute), trauma (eye)"
Lloyd,9129,,CSL-9129,Ensor,,Adult,Female,California Sea Lion,Zalophus,californianus,09/21/2009,San Luis Obispo,Cayucos,Morro Strand State Beach - North,2662 Studio Drive,35.4280,-120.8900,09/21/2009,75.5,178,10/07/2009,released,67,178,,domoic acid toxicity (acute)
Lloyd,9131,,CSL-9131,Sandwagon,,Adult,Female,California Sea Lion,Zalophus,californianus,09/22/2009,San Luis Obispo,,Chevron Beach,"just north of pilings, north of Toro Creek Bridge",35.4130,-120.8790,09/22/2009,79,163,10/14/2009,died in treatment,60,155,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9132,R1,CSL-9132-R1,Corfu (restrand),Restrand,Adult,Female,California Sea Lion,Zalophus,californianus,10/14/2009,San Francisco,San Francisco,Crissy Field,near the wave organ along Marina Boulevard,37.8087,-122.4401,10/16/2009,67,157,10/17/2009,died in treatment,67,157,domoic acid toxicity (chronic),domoic acid toxicity (chronic)
Lloyd,9132,,CSL-9132,Corfu,,Adult,Female,California Sea Lion,Zalophus,californianus,09/22/2009,San Luis Obispo,Los Osos,Hazard Canyon,25 yards from Hazards,35.2900,-120.8900,09/22/2009,81,163,10/13/2009,released,71.5,163,,domoic acid toxicity (acute)
Lloyd,9133,,CSL-9133,Itea,,Juvenile,Male,California Sea Lion,Zalophus,californianus,09/22/2009,San Luis Obispo,Los Osos,Hazard Canyon,50 yards from Hazard Canyon Creek,35.2900,-120.8900,09/22/2009,38,122,11/11/2009,released,36.5,136,,domoic acid toxicity (acute)
Lloyd,9134,,CSL-9134,Korcula,,Adult,Female,California Sea Lion,Zalophus,californianus,09/22/2009,San Luis Obispo,Los Osos,Hazard Canyon,100 yards from Hazards,35.2900,-120.8900,09/22/2009,76.1,164,09/30/2009,euthanasia,76.1,163,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,9135,,CSL-9135,Dubrovnic,,Adult,Female,California Sea Lion,Zalophus,californianus,09/22/2009,San Luis Obispo,Los Osos,Hazard Canyon,3-400 yards South of the sand spit,35.2860,-120.8910,09/22/2009,87,163,10/09/2009,released,82.5,163,,domoic acid toxicity (acute)
Lloyd,9136,,CSL-9136,Carrier Guy,,Adult,Female,California Sea Lion,Zalophus,californianus,09/22/2009,San Luis Obispo,Cayucos,Morro Strand State Beach - North,"end of 24th Street, 2662 Studio Drive",35.4340,-120.8970,09/22/2009,87.7,166,10/07/2009,released,83,166,,domoic acid toxicity (acute)
Lloyd,9137,,CSL-9137,Third Street,,Juvenile,Male,California Sea Lion,Zalophus,californianus,09/21/2009,San Luis Obispo,Cayucos,Cayucos Beach,Third Street,35.4370,-120.9010,09/22/2009,60.5,172,11/07/2009,died in treatment,64.5,160,"domoic acid toxicity (chronic), drowning","domoic acid toxicity (acute), domoic acid toxicity (chronic)"
Lloyd,9138,,CSL-9138,Huar,,Adult,Female,California Sea Lion,Zalophus,californianus,09/23/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,"Highway 41, 3/4 mile north of the campground",35.3740,-120.8700,09/23/2009,69.5,148,10/16/2009,euthanasia,52,154,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (acute)
Lloyd,9139,,CSL-9139,Fanes,,Adult,Female,California Sea Lion,Zalophus,californianus,09/23/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,Highway 41,35.3780,-120.8700,09/23/2009,77,169,10/09/2009,released,76.5,169,,domoic acid toxicity (acute)
Lloyd,9140,,CSL-9140,Leger,,Adult,Female,California Sea Lion,Zalophus,californianus,09/22/2009,Marin,Marshall,,Blue Water Kayaks dock,38.1520,-122.8890,09/23/2009,42,133,10/01/2009,euthanasia,37.5,138,"euthanasia, trauma, abscess","entanglement, abscess, trauma, malnutrition"
Lloyd,9141,,CSL-9141,Dominoe,,Adult,Female,California Sea Lion,Zalophus,californianus,09/23/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 1,35.1000,-120.6370,09/23/2009,83,171,10/18/2009,released,69.5,171,,"domoic acid toxicity (acute), bad location"
Lloyd,9142,,CSL-9142,Wassabe,,Subadult,Female,California Sea Lion,Zalophus,californianus,09/23/2009,San Luis Obispo,Los Osos,Morro Bay Sand Spit,north of Army Road,35.3140,-120.8790,09/23/2009,48.5,142,10/18/2009,euthanasia,40,135,"euthanasia, domoic acid toxicity (chronic), domoic acid toxicity (acute)","domoic acid toxicity (acute), domoic acid toxicity (chronic)"
Lloyd,9143,,CSL-9143,Grenadine,,Adult,Female,California Sea Lion,Zalophus,californianus,09/23/2009,San Luis Obispo,,Morro Bay Sand Spit,Army Road,35.3100,-120.8810,09/23/2009,80.5,170,10/07/2009,released,73.5,170,,domoic acid toxicity (acute)
Lloyd,9144,,CSL-9144,Yuzu,,Adult,Female,California Sea Lion,Zalophus,californianus,09/24/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,north of Highway 41,35.3960,-120.8730,09/24/2009,66.5,164,09/24/2009,died in treatment,66.5,164,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9147,,CSL-9147,Fabriano,,Juvenile,Male,California Sea Lion,Zalophus,californianus,09/24/2009,San Luis Obispo,Morro Bay,Morro Rock and Beach,near end of South parking lot,35.3690,-120.8710,09/24/2009,44,132,10/17/2009,euthanasia,33,137,"euthanasia, trauma, domoic acid toxicity (acute)","trauma (body), domoic acid toxicity (acute)"
Lloyd,9148,,CSL-9148,Guardi,,Adult,Female,California Sea Lion,Zalophus,californianus,09/24/2009,San Luis Obispo,Morro Bay,Morro Rock and Beach,,35.3690,-120.8710,09/24/2009,91,182,10/07/2009,released,78,182,,domoic acid toxicity (acute)
Lloyd,9149,,CSL-9149,Beachwheels,,Juvenile,Male,California Sea Lion,Zalophus,californianus,09/24/2009,San Luis Obispo,Cayucos,Morro Strand State Beach - North,just South of Studio Drive,35.4170,-120.8810,09/24/2009,50,135,10/27/2009,released,43.5,135,,"domoic acid toxicity (acute), abscess"
Lloyd,9150,,CSL-9150,Westly,,Adult,Female,California Sea Lion,Zalophus,californianus,09/25/2009,Santa Cruz,Santa Cruz,Lighthouse Field State Beach,"on a cliff by Lighthouse Field, in iceplant",36.9480,-122.0210,09/25/2009,68.8,156,10/18/2009,released,58,165,,domoic acid toxicity (acute)
Lloyd,9152,,CSL-9152,Agaki,,Adult,Female,California Sea Lion,Zalophus,californianus,09/25/2009,San Luis Obispo,,Morro Bay Sand Spit,<1 mile north of the campground,35.3440,-120.8700,09/25/2009,75.5,172,10/13/2009,released,68.5,172,,domoic acid toxicity (acute)
Lloyd,9154,,CSL-9154,Flashcard,,Adult,Female,California Sea Lion,Zalophus,californianus,09/25/2009,San Luis Obispo,,Montana de Oro State Park,northeast of parking lot,35.3230,-120.8760,09/26/2009,75.5,177,10/16/2009,released,74,172,,domoic acid toxicity (acute)
Lloyd,9155,,CSL-9155,Sproul,,Adult,Female,California Sea Lion,Zalophus,californianus,09/25/2009,San Luis Obispo,,Montana de Oro State Park,northeast of parking lot,35.3310,-120.8740,09/26/2009,81,166,10/06/2009,euthanasia,74.5,162,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (acute), domoic acid toxicity (chronic)"
Lloyd,9157,,CSL-9157,Surfina,,Adult,Female,California Sea Lion,Zalophus,californianus,09/27/2009,San Luis Obispo,Morro Bay,Morro Bay Sand Spit (Montana de Oro State Park),along the South jetty ,35.3690,-120.8700,09/27/2009,67,147,09/30/2009,euthanasia,67,158,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,9158,,CSL-9158,DOA,,Adult,Male,California Sea Lion,Zalophus,californianus,09/27/2009,Monterey,Monterey,Del Monte Beach,"1/2 mile north of Wharf 2, in front of townhouses",36.6000,-121.8800,09/27/2009,125,200,09/27/2009,DOA,125,200,unknown,"malnutrition, trauma"
Lloyd,9160,,CSL-9160,SueDan,,Adult,Female,California Sea Lion,Zalophus,californianus,09/27/2009,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,Grand Avenue,35.1210,-120.6350,09/27/2009,75,160,10/16/2009,released,74.5,160,,"bad location, domoic acid toxicity (acute)"
Lloyd,9161,,CSL-9161,Okean,,Adult,Female,California Sea Lion,Zalophus,californianus,09/28/2009,San Luis Obispo,Los Osos,,"1149 Pasadena Drive, edge of bay in mudflats",35.3440,-120.8700,09/28/2009,62.1,129,10/13/2009,released,55.5,129,,domoic acid toxicity (acute)
Lloyd,9162,,CSL-9162,Foster City,,Adult,Female,California Sea Lion,Zalophus,californianus,09/28/2009,San Mateo,Foster City,,"East 3rd Street, 100 feet West of Lincoln Center Drive",37.5700,-122.2700,09/28/2009,67.5,159,09/29/2009,died in treatment,65.5,159,domoic acid toxicity (acute),"bad location, domoic acid toxicity (acute)"
Lloyd,9164,,CSL-9164,Plitvice,,Adult,Female,California Sea Lion,Zalophus,californianus,09/29/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 7.5,35.0530,-120.6380,09/29/2009,89,173,10/01/2009,euthanasia,89,160,"euthanasia, domoic acid toxicity (acute), gunshot","bad location, domoic acid toxicity (acute)"
Lloyd,9165,,CSL-9165,Saranda,,Adult,Female,California Sea Lion,Zalophus,californianus,09/29/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 2.5,35.0870,-120.6360,09/29/2009,83.4,166,10/23/2009,released,74,166,,"bad location, domoic acid toxicity (acute)"
Lloyd,9167,,CSL-9167,Zagreb,,Adult,Female,California Sea Lion,Zalophus,californianus,09/29/2009,San Luis Obispo,Avila Beach,Avila State Beach,"north end, South of the creek",35.1720,-120.7360,09/29/2009,77.6,160,10/14/2009,released,70,160,,domoic acid toxicity (acute)
Lloyd,9169,,CSL-9169,Popup,,Adult,Female,California Sea Lion,Zalophus,californianus,09/30/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,South of post 7,35.0490,-120.6390,09/30/2009,86,159,10/16/2009,released,82,159,,"domoic acid toxicity (acute), bad location"
Lloyd,9170,,CSL-9170,Dredge (DOA),,Adult,Female,California Sea Lion,Zalophus,californianus,09/30/2009,San Luis Obispo,Cambria,Moonstone Beach,"South end of beach, down from bathrooms, near Santa Rosa Creek",35.5680,-121.1150,09/30/2009,87.4,170,09/30/2009,DOA,87.4,170,domoic acid toxicity (acute),"trauma (eye), corneal edema"
Lloyd,9172,,CSL-9172,Rampart,,Adult,Female,California Sea Lion,Zalophus,californianus,09/30/2009,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,1/4 north of Grand Avenue ,35.1220,-120.6400,09/30/2009,80.5,169,10/16/2009,released,67,169,,"domoic acid toxicity (acute), bad location"
Lloyd,9181,,CSL-9181,Hoffgal,,Adult,Female,California Sea Lion,Zalophus,californianus,10/03/2009,San Luis Obispo,Morro Bay,,Corner of Harbor Street and Embarcadero,35.3650,-120.8710,10/03/2009,75.5,167,10/23/2009,released,70,167,,"domoic acid toxicity (acute), corneal edema"
Lloyd,9183,,CSL-9183,Cuttlefish,,Adult,Female,California Sea Lion,Zalophus,californianus,10/03/2009,Monterey,Monterey,Del Monte Beach,near the kayak rental,36.6060,-121.8750,10/03/2009,63,159,10/04/2009,died in treatment,63,159,pneumonia (bacterial),"trauma (eye), pneumonia, domoic acid toxicity (acute)"
Lloyd,9184,,CSL-9184,Kendrick,,Adult,Female,California Sea Lion,Zalophus,californianus,10/02/2009,San Luis Obispo,San Simeon,San Simeon Cove (Hearst Memorial State Beach),south of San Simeon Cove,35.6100,-121.1500,10/03/2009,88,170,10/14/2009,euthanasia,77,168,"euthanasia, domoic acid toxicity (acute)","entanglement, domoic acid toxicity (acute)"
Lloyd,9187,,CSL-9187,Waverly,,Adult,Female,California Sea Lion,Zalophus,californianus,10/04/2009,San Luis Obispo,Cayucos,Cayucos Beach,"8th Street stairs, by huge rock. ",35.4370,-120.9010,10/05/2009,83.5,165,10/09/2009,died in treatment,82,171,domoic acid toxicity (acute),"gunshot, domoic acid toxicity (acute), trauma (eye)"
Lloyd,9189,,CSL-9189,Alonda,,Adult,Female,California Sea Lion,Zalophus,californianus,10/05/2009,San Luis Obispo,Los Osos,Hazard Canyon,at mouth of canyon on the rocks,35.2900,-120.8900,10/05/2009,88.6,171,10/23/2009,released,81.5,171,,domoic acid toxicity (acute)
Lloyd,9190,,CSL-9190,Sunset Lily,,Adult,Female,California Sea Lion,Zalophus,californianus,10/04/2009,Monterey,Pacific Grove,,across from fog horn,36.6420,-121.9360,10/05/2009,69.5,171,10/16/2009,euthanasia,57.5,160,"euthanasia, domoic acid toxicity (chronic), encephalitis",domoic acid toxicity (chronic)
Lloyd,9191,,CSL-9191,Bluff,,Adult,Female,California Sea Lion,Zalophus,californianus,10/06/2009,San Luis Obispo,San Simeon,San Simeon State Beach,5 miles South of San Simeon Pier,35.5990,-121.1316,10/06/2009,74.5,165,10/23/2009,released,74.5,165,,domoic acid toxicity (acute)
Lloyd,9193,,CSL-9193,Tabasco,,Adult,Female,California Sea Lion,Zalophus,californianus,10/06/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,Morro Strand at San Jacinto Street,35.3920,-120.8720,10/06/2009,81,158,10/20/2009,died in treatment,66,158,domoic acid toxicity (chronic),"domoic acid toxicity (acute), domoic acid toxicity (chronic)"
Lloyd,9194,,CSL-9194,Sherpa,,Adult,Female,California Sea Lion,Zalophus,californianus,10/07/2009,San Luis Obispo,,Chevron Beach,South of old pier,35.4090,-120.8770,10/07/2009,96,172,10/07/2009,died in treatment,96,172,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9196,,CSL-9196,Ingres,,Adult,Female,California Sea Lion,Zalophus,californianus,10/08/2009,San Luis Obispo,Cayucos,Cayucos Beach,"100 yards south of pier, in front of smoke house",35.4410,-120.9050,10/08/2009,74.5,150,10/10/2009,died in treatment,74.5,163,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9198,,CSL-9198,Deare,,Adult,Female,California Sea Lion,Zalophus,californianus,10/08/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,close to the high school,35.3830,-120.8710,10/08/2009,101,179,10/11/2009,euthanasia,101,179,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,9199,,CSL-9199,Gerard,,Adult,Female,California Sea Lion,Zalophus,californianus,10/08/2009,San Luis Obispo,Los Osos,Montana de Oro State Park,150 yards south of Sand Spit trail,35.2940,-120.8880,10/08/2009,84.5,168,11/13/2009,released,66.5,168,,domoic acid toxicity (acute)
Lloyd,9201,,CSL-9201,Manet,,Adult,Female,California Sea Lion,Zalophus,californianus,10/08/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,south end of the Cloisters,35.3920,-120.8720,10/08/2009,78,174,11/04/2009,euthanasia,55,164,"euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), domoic acid toxicity (chronic)"
Lloyd,9202,,CSL-9202,Della,,Adult,Female,California Sea Lion,Zalophus,californianus,10/08/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,between Highway 41 & Beachcomber Drive,35.3830,-120.8710,10/08/2009,84.5,168,10/09/2009,died in treatment,84.5,168,domoic acid toxicity (acute),domoic acid toxicity (acute)
